CO_MUNICIP;CO_MUNICDV;CO_STATUS;DS_NOME;SG_UF;IN_CAPITAL;IN_AMAZLEG;IN_SEMIAR;IN_FRONTZN;DT_INSTAL;DT_EXTIN;CO_SUCESS;NU_LATITUD;NU_LONGIT;NU_ALTITUD;NU_AREA
539933;0;S;REGIAO ADMINISTRATIVA DE SCIA (ESTRUTURAL);DF;N;N;N;N;0;;;0.0000;0.0000;1171;0
240000;0;N;MUNICIPIO IGNORADO - RN;RN;N;N;N;N;0;;;0.0000;0.0000;0;0
270000;0;N;MUNICIPIO IGNORADO - AL;AL;N;N;N;N;0;;;0.0000;0.0000;0;0
280000;0;N;MUNICIPIO IGNORADO - SE;SE;N;N;N;N;0;;;0.0000;0.0000;0;0
310000;0;N;MUNICIPIO IGNORADO - MG;MG;N;N;N;N;0;;;0.0000;0.0000;0;0
320000;0;N;MUNICIPIO IGNORADO - ES;ES;N;N;N;N;0;;;0.0000;0.0000;0;0
330000;0;N;MUNICIPIO IGNORADO - RJ;RJ;N;N;N;N;0;;;0.0000;0.0000;0;0
350000;0;N;MUNICIPIO IGNORADO - SP;SP;N;N;N;N;0;;;0.0000;0.0000;0;0
430000;0;N;MUNICIPIO IGNORADO - RS;RS;N;N;N;N;0;;;0.0000;0.0000;0;0
500000;0;N;MUNICIPIO IGNORADO - MS;MS;N;N;N;N;0;;;0.0000;0.0000;0;0
510000;0;N;MUNICIPIO IGNORADO - MT;MT;N;S;N;N;0;;;0.0000;0.0000;0;0
520000;0;N;MUNICIPIO IGNORADO - GO;GO;N;N;N;N;0;;;0.0000;0.0000;0;0
530000;0;N;MUNICIPIO IGNORADO - DF;DF;N;N;N;N;0;;;0.0000;0.0000;0;0
539934;0;S;REGIAO ADMINISTRATIVA DE VICENTE PIRES;DF;N;N;N;N;2009;;;0.0000;0.0000;0;0
350360;4;S;AREIOPOLIS;SP;N;N;N;N;1959;;;-226.680;-486.650;635;85
290740;0;S;CATOLANDIA;BA;N;N;N;N;1962;;;-123.180;-448.610;650;659
311547;4;S;CATUTI;MG;N;N;S;N;1997;;;-153.580;-429.630;530;285
520530;7;S;CAVALCANTE;GO;N;N;N;N;1831;;;-137.980;-474.580;823;6953
210300;0;S;CAXIAS;MA;N;N;N;N;1811;;;-48.590;-433.560;66;5223
260430;4;S;CEDRO;PE;N;N;S;N;1963;;;-77.220;-392.390;546;144
520470;6;S;CAMPINORTE;GO;N;N;N;N;1963;;;-143.140;-491.520;537;1068
290590;9;S;CAMPO ALEGRE DE LOURDES;BA;N;N;S;N;1962;;;-95.160;-430.110;477;2753
311130;9;S;CAMPO DO MEIO;MG;N;N;N;N;1948;;;-211.070;-458.300;785;273
290600;6;S;CAMPO FORMOSO;BA;N;N;S;N;1880;;;-105.090;-403.210;556;6806
270150;6;S;CAMPO GRANDE;AL;N;N;N;N;1960;;;-99.580;-367.920;142;166
220213;3;S;CAMPO GRANDE DO PIAUI;PI;N;N;S;N;1997;;;-71.320;-410.360;440;291
410425;3;S;CAMPO MAGRO;PR;N;N;N;N;1997;;;-253.690;-494.510;931;275
410430;3;S;CAMPO MOURAO;PR;N;N;N;N;1947;;;-240.460;-523.830;585;757
110070;0;S;CAMPO NOVO DE RONDONIA;RO;N;S;N;S;1993;;;-105.710;-636.270;0;3442
240210;5;S;CAMPO REDONDO;RN;N;N;S;N;1963;;;-62.430;-361.830;471;213
311150;7;S;CAMPOS ALTOS;MG;N;N;N;N;1943;;;-196.960;-461.710;1050;719
350970;0;S;CAMPOS DO JORDAO;SP;N;N;N;N;1935;;;-227.390;-455.910;1628;289
311160;6;S;CAMPOS GERAIS;MG;N;N;N;N;1901;;;-212.350;-457.590;843;769
170384;2;S;CAMPOS LINDOS;TO;N;S;N;N;1993;;;-79.940;-468.680;0;3240
230270;1;S;CAMPOS SALES;CE;N;N;S;N;1933;;;-70.740;-403.760;566;1082
260360;3;S;CAMUTANGA;PE;N;N;N;N;1963;;;-74.070;-352.740;98;37
350990;8;S;CANANEIA;SP;N;N;N;N;1600;;;-250.150;-479.270;8;1242
290630;3;S;CANAVIEIRAS;BA;N;N;N;N;1833;;;-156.750;-389.470;4;1375
353960;8;S;PLANALTO;SP;N;N;N;N;1948;;;-210.340;-499.290;434;289
315160;2;S;PLANURA;MG;N;N;N;N;1962;;;-201.380;-487.020;492;317
431475;3;S;POCO DAS ANTAS;RS;N;N;N;N;1989;;;-294.500;-516.710;120;62
280550;5;S;POCO VERDE;SE;N;N;S;N;1953;;;-107.080;-381.830;268;430
315180;0;S;POCOS DE CALDAS;MG;N;N;N;N;1888;;;-217.880;-465.610;1196;544
251210;1;S;POMBAL;PB;N;N;S;N;1766;;;-67.700;-378.020;184;888
352940;1;S;MAUA;SP;N;N;N;N;1953;;;-236.680;-464.610;764;62
521300;4;S;MAURILANDIA;GO;N;N;N;N;1963;;;-179.710;-503.390;450;393
310600;2;S;BELA VISTA DE MINAS;MG;N;N;N;N;1962;;;-198.300;-430.910;686;108
410280;2;S;BELA VISTA DO PARAISO;PR;N;N;N;N;1947;;;-229.970;-511.910;590;242
270080;5;S;BELEM;AL;N;N;N;N;1962;;;-95.710;-364.920;311;48
260150;8;S;BELEM DE MARIA;PE;N;N;N;N;1958;;;-86.140;-358.090;227;69
250200;3;S;BELEM DO BREJO DO CRUZ;PB;N;N;S;N;1961;;;-61.890;-375.360;176;603
310610;1;S;BELMIRO BRAGA;MG;N;N;N;N;1962;;;-219.490;-434.150;493;392
420220;6;S;BENEDITO NOVO;SC;N;N;N;N;1961;;;-267.830;-493.640;130;385
350620;1;S;BENTO DE ABREU;SP;N;N;N;N;1948;;;-212.710;-508.120;431;301
430210;5;S;BENTO GONCALVES;RS;N;N;N;N;1890;;;-291.710;-515.190;691;382
310665;5;S;BERIZAL;MG;N;N;S;N;1997;;;-156.130;-417.450;692;493
250205;2;S;BERNARDINO BATISTA;PB;N;N;S;N;1997;;;-64.520;-385.510;700;50
220170;5;S;BERTOLINIA;PI;N;N;S;N;1938;;;-76.410;-439.510;271;1225
260180;5;S;BETANIA;PE;N;N;S;N;1958;;;-82.760;-380.340;441;1244
420230;5;S;BIGUACU;SC;N;N;N;N;1833;;;-274.940;-486.560;2;324
410290;1;S;BITURUNA;PR;N;N;N;N;1954;;;-261.610;-515.530;987;1214
310710;9;S;BOA ESPERANCA;MG;N;N;N;N;1866;;;-210.900;-455.660;775;858
290370;6;S;BOA NOVA;BA;N;N;S;N;1880;;;-143.630;-402.080;726;856
250210;2;S;BOA VENTURA;PB;N;N;S;N;1961;;;-74.140;-382.160;303;132
430225;3;S;BOA VISTA DO SUL;RS;N;N;N;N;1997;;;-293.510;-516.760;460;94
350700;1;S;BOITUVA;SP;N;N;N;N;1937;;;-232.830;-476.720;637;249
420250;3;S;BOM JARDIM DA SERRA;SC;N;N;N;N;1967;;;-283.370;-496.250;1245;935
250220;1;S;BOM JESUS;PB;N;N;S;N;1963;;;-68.170;-386.500;318;47
290395;3;S;BOM JESUS DA SERRA;BA;N;N;S;N;1990;;;-143.720;-405.040;600;410
320070;6;S;ATILIO VIVACQUA;ES;N;N;N;N;1963;;;-209.140;-411.980;85;226
520260;1;S;AURILANDIA;GO;N;N;N;N;1948;;;-166.820;-504.650;520;565
150100;6;S;AVEIRO;PA;N;S;N;N;1961;;;-36.060;-553.320;28;17074
210110;3;S;AXIXA;MA;N;S;N;N;1935;;;-28.370;-440.530;27;203
412130;7;S;RANCHO ALEGRE;PR;N;N;N;N;1960;;;-230.700;-509.130;416;167
315390;5;S;RAPOSOS;MG;N;N;N;N;1948;;;-199.670;-438.040;732;71
412150;5;S;REBOUCAS;PR;N;N;N;N;1930;;;-256.210;-506.930;815;481
171855;0;S;RIACHINHO;TO;N;S;N;N;1993;;;-64.380;-481.370;160;610
241090;0;S;RIACHUELO;RN;N;N;S;N;1963;;;-58.150;-358.250;118;262
210955;1;S;RIBAMAR FIQUENE;MA;N;S;N;N;1997;;;-59.300;-473.840;156;900
220887;4;S;RIBEIRA DO PIAUI;PI;N;N;S;N;1997;;;-76.910;-427.130;200;990
510718;0;S;RIBEIRAO CASCALHEIRA;MT;N;S;N;N;1989;;;-129.420;-518.240;386;11356
354323;8;S;RIBEIRAO DOS INDIOS;SP;N;N;N;N;1997;;;-218.370;-516.040;386;196
280600;8;S;RIBEIROPOLIS;SE;N;N;S;N;1933;;;-105.390;-374.170;293;261
315220;4;S;PORTEIRINHA;MG;N;N;S;N;1938;;;-157.430;-430.280;566;1806
120080;7;S;PORTO ACRE;AC;N;S;N;S;1993;;;-95.880;-675.330;145;2984
350310;9;S;ARANDU;SP;N;N;N;N;1964;;;-231.340;-490.540;640;286
310360;3;S;ARANTINA;MG;N;N;N;N;1962;;;-219.110;-442.560;1049;89
410150;7;S;ARAPONGAS;PR;N;N;N;N;1947;;;-234.190;-514.240;729;381
410165;5;S;ARAPUA;PR;N;N;N;N;1997;;;-243.160;-517.870;680;218
250090;8;S;ARARA;PB;N;N;S;N;1961;;;-68.280;-357.580;467;88
350330;7;S;ARARAS;SP;N;N;N;N;1871;;;-223.570;-473.840;629;643
260110;2;S;ARARIPINA;PE;N;N;S;N;1928;;;-75.760;-404.980;622;1847
430090;1;S;ARATIBA;RS;N;N;N;S;1955;;;-273.940;-523.000;420;341
410180;4;S;ARAUCARIA;PR;N;N;N;N;1890;;;-255.930;-494.100;897;469
350340;6;S;AREALVA;SP;N;N;N;N;1948;;;-220.290;-489.110;445;506
250115;3;S;AREIA DE BARAUNAS;PB;N;N;S;N;1997;;;-71.230;-369.410;371;96
330023;3;S;ARMACAO DOS BUZIOS;RJ;N;N;N;N;1997;;;-227.470;-418.820;3;69
220090;5;S;AROAZES;PI;N;N;S;N;1962;;;-61.190;-417.930;230;816
170240;6;S;ARRAIAS;TO;N;S;N;N;1889;;;-129.310;-469.380;682;5786
430120;6;S;ARROIO DO TIGRE;RS;N;N;N;N;1963;;;-293.330;-530.930;409;318
350380;2;S;ARTUR NOGUEIRA;SP;N;N;N;N;1948;;;-225.730;-471.730;588;177
410190;3;S;ASSAI;PR;N;N;N;N;1943;;;-233.730;-508.410;605;440
350400;8;S;ASSIS;SP;N;N;N;N;1917;;;-226.620;-504.120;546;461
510490;6;S;JANGADA;MT;N;S;N;N;1989;;;-152.360;-564.890;178;1021
500490;8;S;JARAGUARI;MS;N;N;N;N;1953;;;-201.420;-543.990;589;2913
411250;4;S;JARDIM ALEGRE;PR;N;N;N;N;1964;;;-241.790;-516.920;652;393
240570;2;S;JARDIM DO SERIDO;RN;N;N;S;N;1858;;;-65.840;-367.740;236;368
292690;5;S;RIO DO PIRES;BA;N;N;S;N;1961;;;-131.280;-422.920;551;889
431555;2;S;RIO DOS INDIOS;RS;N;N;N;S;1993;;;-273.000;-528.410;595;236
354410;3;S;RIO GRANDE DA SERRA;SP;N;N;N;N;1964;;;-237.440;-463.980;739;36
150616;1;S;RIO MARIA;PA;N;S;N;N;1982;;;-73.110;-500.480;205;4114
315540;5;S;RIO NOVO;MG;N;N;N;N;1870;;;-214.580;-431.250;418;207
500740;6;S;RIO VERDE DE MATO GROSSO;MS;N;N;N;N;1953;;;-189.180;-548.440;330;8151
421507;5;S;RIQUEZA;SC;N;N;N;S;1993;;;-270.670;-533.220;236;190
431580;0;S;ROCA SALES;RS;N;N;N;N;1954;;;-292.840;-518.680;60;208
412260;2;S;RONDON;PR;N;N;N;S;1954;;;-234.110;-527.610;400;556
354425;1;S;ROSANA;SP;N;N;N;N;1993;;;-225.800;-530.590;236;741
510770;1;S;ROSARIO OESTE;MT;N;S;N;N;1833;;;-148.360;-564.280;192;8802
354450;9;S;RUBINEIA;SP;N;N;N;N;1964;;;-201.790;-510.020;317;234
315670;0;S;SABARA;MG;N;N;N;N;1711;;;-198.860;-438.070;723;303
315680;9;S;SABINOPOLIS;MG;N;N;N;N;1923;;;-186.660;-430.840;707;919
354470;7;S;SAGRES;SP;N;N;N;N;1959;;;-218.840;-509.560;419;148
354490;5;S;SALES OLIVEIRA;SP;N;N;N;N;1944;;;-207.720;-478.380;730;303
280620;6;S;SALGADO;SE;N;N;N;N;1927;;;-110.320;-374.750;100;248
315700;5;S;SALINAS;MG;N;N;S;N;1880;;;-161.700;-422.900;471;1897
354510;0;S;SALMOURAO;SP;N;N;N;N;1959;;;-216.240;-508.610;461;172
421535;6;S;SALTINHO;SC;N;N;N;S;1997;;;-266.090;-530.560;620;156
251250;7;S;QUEIMADAS;PB;N;N;S;N;1961;;;-73.580;-358.980;450;409
354190;1;S;QUELUZ;SP;N;N;N;N;1842;;;-225.370;-447.740;497;249
521850;8;S;QUIRINOPOLIS;GO;N;N;N;N;1943;;;-184.480;-504.520;541;3780
231135;5;S;QUIXELO;CE;N;N;S;N;1986;;;-62.540;-392.020;195;559
241050;4;S;RAFAEL FERNANDES;RN;N;N;S;N;1963;;;-61.950;-382.260;227;78
251274;7;S;RIACHAO;PB;N;N;S;N;1997;;;-65.500;-356.460;0;90
315445;7;S;RIACHINHO;MG;N;N;N;N;1993;;;-162.300;-459.920;550;1774
241080;1;S;RIACHO DE SANTANA;RN;N;N;S;N;1962;;;-62.630;-383.160;273;128
280590;1;S;RIACHUELO;SE;N;N;N;N;1874;;;-107.280;-371.870;37;78
354300;6;S;RIBEIRAO BRANCO;SP;N;N;N;N;1892;;;-242.210;-487.660;875;697
354325;3;S;RIBEIRAO GRANDE;SP;N;N;N;N;1993;;;-240.990;-483.650;690;332
510719;8;S;RIBEIRAOZINHO;MT;N;S;N;N;1993;;;-164.850;-526.920;477;623
315480;4;S;RIO ACIMA;MG;N;N;N;N;1948;;;-200.880;-437.890;740;230
320435;1;S;RIO BANANAL;ES;N;N;N;N;1979;;;-192.650;-403.330;95;645
412215;6;S;RIO BONITO DO IGUACU;PR;N;N;N;S;1993;;;-254.910;-525.260;700;746
412217;2;S;RIO BRANCO DO IVAI;PR;N;N;N;N;1997;;;-243.240;-513.130;650;385
510677;8;S;PORTO ALEGRE DO NORTE;MT;N;S;N;N;1986;;;-108.780;-516.330;205;3977
412010;1;S;PORTO AMAZONAS;PR;N;N;N;N;1947;;;-255.450;-498.900;793;186
241025;6;S;PORTO DO MANGUE;RN;N;N;S;N;1997;;;-50.680;-367.820;5;318
431505;7;S;PORTO MAUA;RS;N;N;N;S;1993;;;-275.750;-546.680;142;105
210905;6;S;PORTO RICO DO MARANHAO;MA;N;S;N;N;1997;;;-18.930;-446.050;0;224
431507;3;S;PORTO VERA CRUZ;RS;N;N;N;S;1993;;;-277.360;-549.010;127;113
231123;1;S;POTIRETAMA;CE;N;N;S;N;1989;;;-56.680;-382.510;150;409
431513;1;S;POUSO NOVO;RS;N;N;N;N;1989;;;-291.710;-522.080;527;106
354085;3;S;PRACINHA;SP;N;N;N;N;1997;;;-218.510;-510.870;402;63
292550;1;S;PRADO;BA;N;N;N;N;1755;;;-173.410;-392.210;4;1664
421380;7;S;PRAIA GRANDE;SC;N;N;N;N;1958;;;-291.970;-499.500;45;278
220860;1;S;PRATA DO PIAUI;PI;N;N;N;N;1962;;;-56.670;-422.070;115;196
210940;3;S;PRIMEIRA CRUZ;MA;N;N;N;N;1947;;;-25.100;-434.380;16;1367
354160;4;S;PROMISSAO;SP;N;N;N;N;1923;;;-215.370;-498.580;426;782
315360;8;S;PRUDENTE DE MORAIS;MG;N;N;N;N;1962;;;-194.820;-441.550;748;125
241040;5;S;PUREZA;RN;N;N;S;N;1963;;;-54.670;-355.560;40;504
354165;3;S;QUADRA;SP;N;N;N;N;1997;;;-232.990;-480.550;638;205
150611;2;S;QUATIPURU;PA;N;S;N;N;1997;;;-0.9010;-470.060;29;324
290327;6;S;BARROCAS;BA;N;N;S;N;2001;;;-115.290;-390.780;0;188
240185;9;S;CAICARA DO NORTE;RN;N;N;S;N;1997;;;-50.780;-360.680;0;189
520450;8;S;CALDAS NOVAS;GO;N;N;N;N;1911;;;-177.440;-486.260;686;1589
430355;8;S;CAMARGO;RS;N;N;N;N;1989;;;-285.870;-522.020;432;138
311070;7;S;CAMBUQUIRA;MG;N;N;N;N;1911;;;-218.520;-452.960;950;245
410400;6;S;CAMPINA GRANDE DO SUL;PR;N;N;N;N;1951;;;-253.060;-490.550;903;539
410322;2;S;BOM SUCESSO DO SUL;PR;N;N;N;S;1993;;;-260.760;-528.340;640;195
280067;0;S;BOQUIM;SE;N;N;N;N;1857;;;-111.470;-376.210;165;214
430250;1;S;BOSSOROCA;RS;N;N;N;S;1965;;;-287.300;-549.000;228;1596
250290;4;S;BREJO DOS SANTOS;PB;N;N;S;N;1965;;;-63.770;-378.250;328;93
290450;6;S;BROTAS DE MACAUBAS;BA;N;N;S;N;1878;;;-119.990;-426.260;813;2372
120013;8;S;BUJARI;AC;N;S;N;S;1993;;;-98.310;-679.520;50;3467
310590;5;S;BARROSO;MG;N;N;N;N;1953;;;-211.870;-439.760;922;81
210177;2;S;BELA VISTA DO MARANHAO;MA;N;S;N;N;1997;;;-37.310;-453.150;0;252
310650;7;S;BERILO;MG;N;N;S;N;1962;;;-169.520;-424.660;401;586
350650;8;S;BIRIGUI;SP;N;N;N;N;1921;;;-212.890;-503.400;406;530
350670;6;S;BOA ESPERANCA DO SUL;SP;N;N;N;N;1898;;;-219.930;-483.910;490;691
310730;7;S;BOCAIUVA;MG;N;N;N;N;1873;;;-171.080;-438.150;698;3232
350410;7;S;ATIBAIA;SP;N;N;N;N;1769;;;-231.170;-465.500;803;478
350450;3;S;AVARE;SP;N;N;N;N;1875;;;-230.990;-489.260;766;1216
420207;3;S;BALNEARIO GAIVOTA;SC;N;N;N;N;1997;;;-291.570;-495.790;7;147
310540;0;S;BARAO DE COCAIS;MG;N;N;N;N;1943;;;-199.460;-434.870;740;340
260130;0;S;BARRA DE GUABIRABA;PE;N;N;N;N;1958;;;-84.200;-356.580;482;114
170307;3;S;BARRA DO OURO;TO;N;S;N;N;1997;;;-76.890;-476.830;161;1106
230195;0;S;BARREIRA;CE;N;N;S;N;1989;;;-42.870;-386.430;100;245
420005;1;S;ABDON BATISTA;SC;N;N;N;N;1990;;;-276.110;-510.230;716;235
520015;9;S;ADELANDIA;GO;N;N;N;N;1989;;;-164.150;-501.660;649;115
150030;5;S;AFUA;PA;N;S;N;N;1890;;;-0.1570;-503.870;8;8372
290040;5;S;AGUA FRIA;BA;N;N;S;N;1962;;;-118.670;-387.670;312;643
510279;3;S;CARLINDA;MT;N;S;N;N;1997;;;-99.580;-558.320;290;2417
230340;2;S;CARNAUBAL;CE;N;N;S;N;1957;;;-41.670;-409.430;766;364
140023;3;S;CAROEBE;RR;N;S;N;S;1997;;;0.8840;-596.960;135;12065
311460;0;S;CARRANCAS;MG;N;N;N;N;1948;;;-214.880;-446.430;1052;727
311480;8;S;CARVALHOS;MG;N;N;N;N;1948;;;-220.010;-444.610;1092;282
290720;2;S;CASA NOVA;BA;N;N;S;N;1879;;;-91.620;-409.710;397;9657
230350;1;S;CASCAVEL;CE;N;N;N;N;1833;;;-41.310;-382.360;40;837
351090;6;S;CASSIA DOS COQUEIROS;SP;N;N;N;N;1959;;;-212.830;-471.700;890;190
110090;8;S;CASTANHEIRAS;RO;N;S;N;N;1993;;;-114.270;-619.500;190;892
351100;3;S;CASTILHO;SP;N;N;N;N;1953;;;-208.720;-514.880;365;1062
311530;0;S;CATAGUASES;MG;N;N;N;N;1875;;;-213.890;-426.970;169;482
220210;9;S;CAMPINAS DO PIAUI;PI;N;N;S;N;1963;;;-76.600;-418.820;230;796
520480;5;S;CAMPO ALEGRE DE GOIAS;GO;N;N;N;N;1953;;;-176.390;-477.820;877;2463
430390;5;S;CAMPO BOM;RS;N;N;N;N;1959;;;-296.790;-510.530;29;61
280100;9;S;CAMPO DO BRITO;SE;N;N;N;N;1912;;;-107.330;-374.930;208;201
410420;4;S;CAMPO LARGO;PR;N;N;N;N;1870;;;-254.590;-495.280;956;1249
220220;8;S;CAMPO MAIOR;PI;N;N;N;N;1889;;;-48.280;-421.690;125;1699
350840;5;S;CABREUVA;SP;N;N;N;N;1859;;;-233.080;-471.330;650;259
270130;8;S;CAJUEIRO;AL;N;N;N;N;1958;;;-93.970;-361.540;102;124
310800;8;S;BOM SUCESSO;MG;N;N;N;N;1872;;;-210.330;-447.580;952;706
230250;3;S;BREJO SANTO;CE;N;N;S;N;1890;;;-74.930;-389.850;381;661
420213;1;S;BELA VISTA DO TOLDO;SC;N;N;N;N;1997;;;-262.730;-504.640;752;534
310740;6;S;BOM DESPACHO;MG;N;N;N;N;1911;;;-197.360;-452.520;769;1209
290390;4;S;BOM JESUS DA LAPA;BA;N;N;S;N;1890;;;-132.550;-434.180;436;3951
310510;3;S;BAMBUI;MG;N;N;N;N;1881;;;-200.060;-459.770;706;1455
170305;7;S;BANDEIRANTES DO TOCANTINS;TO;N;S;N;N;1997;;;-77.560;-485.840;288;1672
130050;8;S;BARREIRINHA;AM;N;S;N;N;1935;;;-27.930;-570.700;19;5750
310470;0;S;ATALEIA;MG;N;N;N;N;1943;;;-180.440;-411.100;240;1838
410010;3;S;ABATIA;PR;N;N;N;N;1947;;;-233.040;-503.130;620;229
150520;5;S;OEIRAS DO PARA;PA;N;S;N;N;1938;;;-20.030;-498.540;2;3852
353390;8;S;OLIMPIA;SP;N;N;N;N;1917;;;-207.370;-489.150;506;803
410250;5;S;BARBOSA FERRAZ;PR;N;N;N;N;1960;;;-240.300;-520.120;374;538
290270;8;S;BARRA;BA;N;N;S;N;1752;;;-110.890;-431.420;406;11332
290280;7;S;BARRA DA ESTIVA;BA;N;N;S;N;1890;;;-136.260;-413.270;1026;1401
270050;8;S;BARRA DE SANTO ANTONIO;AL;N;N;N;N;1960;;;-94.050;-355.070;10;137
350535;1;S;BARRA DO CHAPEU;SP;N;N;N;N;1993;;;-244.730;-490.250;784;407
310570;7;S;BARRA LONGA;MG;N;N;N;N;1841;;;-202.830;-430.410;400;386
410260;4;S;BARRACAO;PR;N;N;N;S;1951;;;-262.540;-536.330;828;163
210170;7;S;BARREIRINHAS;MA;N;N;N;N;1871;;;-27.470;-428.260;4;3111
230200;8;S;BARRO;CE;N;N;S;N;1951;;;-71.770;-387.820;362;709
290323;5;S;BARRO ALTO;BA;N;N;S;N;1986;;;-117.610;-419.120;705;425
220140;8;S;BARRO DURO;PI;N;N;N;N;1962;;;-58.180;-425.130;200;131
310020;3;S;ABAETE;MG;N;N;N;N;1870;;;-191.600;-454.460;647;1816
230010;1;S;ABAIARA;CE;N;N;S;N;1957;;;-73.590;-390.460;409;179
290010;8;S;ABAIRA;BA;N;N;S;N;1962;;;-132.500;-416.640;641;578
150013;1;S;ABEL FIGUEIREDO;PA;N;S;N;N;1993;;;-49.540;-483.930;0;614
310030;2;S;ABRE CAMPO;MG;N;N;N;N;1889;;;-203.010;-424.780;548;471
310040;1;S;ACAIACA;MG;N;N;N;N;1962;;;-203.630;-431.450;421;100
230020;0;S;ACARAU;CE;N;N;N;N;1849;;;-28.860;-401.200;7;842
510010;2;S;ACORIZAL;MT;N;S;N;N;1953;;;-152.050;-563.660;164;841
310050;0;S;ACUCENA;MG;N;N;N;N;1943;;;-190.730;-425.460;472;811
350020;4;S;ADOLFO;SP;N;N;N;N;1959;;;-212.350;-496.440;443;210
420030;9;S;AGRONOMICA;SC;N;N;N;N;1964;;;-272.650;-497.110;347;135
250010;6;S;AGUA BRANCA;PB;N;N;S;N;1959;;;-75.120;-376.410;735;220
500020;3;S;AGUA CLARA;MS;N;N;N;N;1953;;;-204.480;-528.780;303;11031
320016;9;S;AGUA DOCE DO NORTE;ES;N;N;N;N;1989;;;-185.470;-409.790;194;484
350030;3;S;AGUAI;SP;N;N;N;N;1944;;;-220.590;-469.790;660;473
420050;7;S;AGUAS DE CHAPECO;SC;N;N;N;S;1962;;;-270.700;-529.870;291;139
520025;8;S;AGUAS LINDAS DE GOIAS;GO;N;N;N;N;1997;;;-157.620;-482.820;1080;191
430010;9;S;AGUDO;RS;N;N;N;N;1959;;;-296.450;-532.400;83;536
430040;6;S;ALEGRETE;RS;N;N;N;S;1831;;;-297.830;-557.920;102;7803
320030;0;S;ALFREDO CHAVES;ES;N;N;N;N;1891;;;-206.350;-407.500;17;615
150060;2;S;ALTAMIRA;PA;N;S;N;N;1911;;;-32.030;-522.060;109;159695
520140;5;S;APARECIDA DE GOIANIA;GO;N;N;N;N;1963;;;-168.220;-492.450;808;288
250080;9;S;ARACAGI;PB;N;N;N;N;1959;;;-68.530;-353.810;57;229
350290;3;S;ARACOIABA DA SERRA;SP;N;N;N;N;1857;;;-235.050;-476.140;625;255
350315;8;S;ARAPEI;SP;N;N;N;N;1993;;;-226.740;-444.480;510;155
250100;5;S;ARARUNA;PB;N;N;S;N;1876;;;-65.580;-357.420;570;245
290520;6;S;CAETITE;BA;N;N;S;N;1810;;;-140.690;-424.750;824;2306
290880;4;S;CONTENDAS DO SINCORA;BA;N;N;S;N;1961;;;-137.630;-410.410;291;862
290920;8;S;CORONEL JOAO SA;BA;N;N;S;N;1962;;;-102.840;-379.260;200;825
291140;2;S;GLORIA;BA;N;N;S;N;1886;;;-93.390;-382.570;250;1402
291680;7;S;ITARANTIM;BA;N;N;S;N;1961;;;-156.600;-400.660;259;1783
291710;2;S;ITORORO;BA;N;N;S;N;1958;;;-151.170;-400.700;237;330
291720;1;S;ITUACU;BA;N;N;S;N;1867;;;-138.130;-412.970;520;1216
291730;0;S;ITUBERA;BA;N;N;N;N;1758;;;-137.320;-391.490;27;417
291750;8;S;JACOBINA;BA;N;N;S;N;1722;;;-111.810;-405.180;463;2319
291950;4;S;LIVRAMENTO DE NOSSA SENHORA;BA;N;N;S;N;1921;;;-136.430;-418.410;475;2267
292000;7;S;MAIQUINIQUE;BA;N;N;S;N;1962;;;-156.210;-402.660;309;413
292030;4;S;MALHADA DE PEDRAS;BA;N;N;S;N;1962;;;-143.880;-418.790;515;479
292090;8;S;MASCOTE;BA;N;N;N;N;1982;;;-155.630;-393.030;43;709
292170;8;S;MORRO DO CHAPEU;BA;N;N;S;N;1864;;;-115.500;-411.560;1011;5531
292190;6;S;MUCUGE;BA;N;N;S;N;1847;;;-130.050;-413.710;983;2482
292335;7;S;OUROLANDIA;BA;N;N;S;N;1990;;;-109.700;-410.830;560;1276
292340;7;S;PALMAS DE MONTE ALTO;BA;N;N;S;N;1840;;;-142.670;-431.620;802;2789
292370;4;S;PARATINGA;BA;N;N;S;N;1745;;;-126.910;-431.840;425;2956
292390;2;S;PAU BRASIL;BA;N;N;N;N;1962;;;-154.640;-396.510;169;609
292420;7;S;PEDRO ALEXANDRE;BA;N;N;S;N;1962;;;-100.140;-378.940;356;1110
292210;2;S;MUNDO NOVO;BA;N;N;S;N;1890;;;-118.590;-404.720;604;1496
353210;8;S;MURUTINGA DO SUL;SP;N;N;N;N;1953;;;-209.930;-512.780;409;248
521410;1;S;MUTUNOPOLIS;GO;N;N;N;N;1958;;;-137.330;-492.750;413;869
314430;0;S;NANUQUE;MG;N;N;N;N;1948;;;-178.390;-403.540;103;1515
292250;8;S;NAZARE;BA;N;N;N;N;1831;;;-130.350;-390.140;39;256
353240;5;S;NAZARE PAULISTA;SP;N;N;N;N;1850;;;-231.810;-463.950;845;326
280440;9;S;NEOPOLIS;SE;N;N;N;N;1679;;;-103.200;-365.790;30;259
353250;4;S;NEVES PAULISTA;SP;N;N;N;N;1944;;;-208.460;-496.300;549;232
210720;9;S;NINA RODRIGUES;MA;N;S;N;N;1961;;;-34.660;-439.050;15;572
353270;2;S;NIPOA;SP;N;N;N;N;1953;;;-209.130;-497.780;439;138
314080;3;S;MATIAS BARBOSA;MG;N;N;N;N;1923;;;-218.690;-433.190;474;156
411570;5;S;MATINHOS;PR;N;N;N;N;1967;;;-258.180;-485.430;15;117
